220404-01:34:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:23 [INFO] -- Poll: TimesUp 13758 0
220404-01:34:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:29 [INFO] -- Poll: TimesUp 85220 0
220404-01:34:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:35 [INFO] -- Poll: TimesUp 45135 0
220404-01:34:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:41 [INFO] -- Poll: TimesUp 21992 0
220404-01:34:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:47 [INFO] -- Poll: TimesUp 38843 0
220404-01:34:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:53 [INFO] -- Poll: TimesUp 45505 0
220404-01:34:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:34:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:59 [INFO] -- Poll: TimesUp 76251 0
220404-01:34:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:34:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:34:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:34:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:05 [INFO] -- Poll: TimesUp 91032 0
220404-01:35:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:11 [INFO] -- Poll: TimesUp 57711 0
220404-01:35:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:17 [INFO] -- Poll: TimesUp 99066 0
220404-01:35:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:23 [INFO] -- Poll: TimesUp 61198 0
220404-01:35:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:29 [INFO] -- Poll: TimesUp 68379 0
220404-01:35:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:35 [INFO] -- Poll: TimesUp 87882 0
220404-01:35:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:41 [INFO] -- Poll: TimesUp 67983 0
220404-01:35:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:47 [INFO] -- Poll: TimesUp 69704 0
220404-01:35:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:53 [INFO] -- Poll: TimesUp 25019 0
220404-01:35:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:35:59 [INFO] -- Poll: TimesUp 65211 0
220404-01:35:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:35:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:35:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:35:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:05 [INFO] -- Poll: TimesUp 97170 0
220404-01:36:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:11 [INFO] -- Poll: TimesUp 55952 0
220404-01:36:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:17 [INFO] -- Poll: TimesUp 29547 0
220404-01:36:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:23 [INFO] -- Poll: TimesUp 65524 0
220404-01:36:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:29 [INFO] -- Poll: TimesUp 46842 0
220404-01:36:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:35 [INFO] -- Poll: TimesUp 90657 0
220404-01:36:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:41 [INFO] -- Poll: TimesUp 46455 0
220404-01:36:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:47 [INFO] -- Poll: TimesUp 87205 0
220404-01:36:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:53 [INFO] -- Poll: TimesUp 23418 0
220404-01:36:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:36:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:59 [INFO] -- Poll: TimesUp 12356 0
220404-01:36:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:36:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:36:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:36:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:05 [INFO] -- Poll: TimesUp 87795 0
220404-01:37:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:11 [INFO] -- Poll: TimesUp 63569 0
220404-01:37:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:17 [INFO] -- Poll: TimesUp 84602 0
220404-01:37:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:23 [INFO] -- Poll: TimesUp 28752 0
220404-01:37:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:29 [INFO] -- Poll: TimesUp 58451 0
220404-01:37:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:35 [INFO] -- Poll: TimesUp 45414 0
220404-01:37:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:41 [INFO] -- Poll: TimesUp 61086 0
220404-01:37:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:47 [INFO] -- Poll: TimesUp 34369 0
220404-01:37:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:53 [INFO] -- Poll: TimesUp 17960 0
220404-01:37:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:37:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:59 [INFO] -- Poll: TimesUp 55837 0
220404-01:37:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:37:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:37:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:37:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:05 [INFO] -- Poll: TimesUp 82037 0
220404-01:38:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:11 [INFO] -- Poll: TimesUp 18843 0
220404-01:38:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:17 [INFO] -- Poll: TimesUp 43065 0
220404-01:38:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:23 [INFO] -- Poll: TimesUp 33187 0
220404-01:38:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:29 [INFO] -- Poll: TimesUp 70097 0
220404-01:38:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:35 [INFO] -- Poll: TimesUp 36500 0
220404-01:38:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:41 [INFO] -- Poll: TimesUp 17651 0
220404-01:38:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:47 [INFO] -- Poll: TimesUp 24365 0
220404-01:38:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:53 [INFO] -- Poll: TimesUp 58187 0
220404-01:38:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:38:59 [INFO] -- Poll: TimesUp 97205 0
220404-01:38:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:38:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:38:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:38:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:05 [INFO] -- Poll: TimesUp 96417 0
220404-01:39:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:11 [INFO] -- Poll: TimesUp 59028 0
220404-01:39:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:17 [INFO] -- Poll: TimesUp 19331 0
220404-01:39:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:23 [INFO] -- Poll: TimesUp 80225 0
220404-01:39:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:29 [INFO] -- Poll: TimesUp 81092 0
220404-01:39:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:35 [INFO] -- Poll: TimesUp 14556 0
220404-01:39:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:41 [INFO] -- Poll: TimesUp 39622 0
220404-01:39:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:47 [INFO] -- Poll: TimesUp 74822 0
220404-01:39:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:53 [INFO] -- Poll: TimesUp 96642 0
220404-01:39:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:39:59 [INFO] -- Poll: TimesUp 32529 0
220404-01:39:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:39:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:39:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:39:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:05 [INFO] -- Poll: TimesUp 39081 0
220404-01:40:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:11 [INFO] -- Poll: TimesUp 57634 0
220404-01:40:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:17 [INFO] -- Poll: TimesUp 42401 0
220404-01:40:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:23 [INFO] -- Poll: TimesUp 52858 0
220404-01:40:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:29 [INFO] -- Poll: TimesUp 31124 0
220404-01:40:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:35 [INFO] -- Poll: TimesUp 22317 0
220404-01:40:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:41 [INFO] -- Poll: TimesUp 82809 0
220404-01:40:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:47 [INFO] -- Poll: TimesUp 57867 0
220404-01:40:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:53 [INFO] -- Poll: TimesUp 53372 0
220404-01:40:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:40:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:59 [INFO] -- Poll: TimesUp 99561 0
220404-01:40:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:40:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:40:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:40:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:05 [INFO] -- Poll: TimesUp 30091 0
220404-01:41:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:11 [INFO] -- Poll: TimesUp 27669 0
220404-01:41:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:17 [INFO] -- Poll: TimesUp 94545 0
220404-01:41:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:23 [INFO] -- Poll: TimesUp 28635 0
220404-01:41:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:29 [INFO] -- Poll: TimesUp 22766 0
220404-01:41:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:35 [INFO] -- Poll: TimesUp 92279 0
220404-01:41:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:41 [INFO] -- Poll: TimesUp 85923 0
220404-01:41:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:47 [INFO] -- Poll: TimesUp 81890 0
220404-01:41:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:53 [INFO] -- Poll: TimesUp 56838 0
220404-01:41:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:41:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:59 [INFO] -- Poll: TimesUp 62699 0
220404-01:41:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:41:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:41:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:41:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:05 [INFO] -- Poll: TimesUp 61272 0
220404-01:42:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:11 [INFO] -- Poll: TimesUp 19353 0
220404-01:42:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:17 [INFO] -- Poll: TimesUp 82095 0
220404-01:42:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:23 [INFO] -- Poll: TimesUp 95473 0
220404-01:42:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
