220404-01:42:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:29 [INFO] -- Poll: TimesUp 44888 0
220404-01:42:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:35 [INFO] -- Poll: TimesUp 96403 0
220404-01:42:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:41 [INFO] -- Poll: TimesUp 30334 0
220404-01:42:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:47 [INFO] -- Poll: TimesUp 93474 0
220404-01:42:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:53 [INFO] -- Poll: TimesUp 22261 0
220404-01:42:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:42:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:59 [INFO] -- Poll: TimesUp 51981 0
220404-01:42:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:42:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:42:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:42:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:05 [INFO] -- Poll: TimesUp 14228 0
220404-01:43:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:11 [INFO] -- Poll: TimesUp 80686 0
220404-01:43:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:17 [INFO] -- Poll: TimesUp 91058 0
220404-01:43:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:23 [INFO] -- Poll: TimesUp 16615 0
220404-01:43:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:29 [INFO] -- Poll: TimesUp 80371 0
220404-01:43:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:35 [INFO] -- Poll: TimesUp 23021 0
220404-01:43:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:41 [INFO] -- Poll: TimesUp 48895 0
220404-01:43:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:47 [INFO] -- Poll: TimesUp 13101 0
220404-01:43:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:53 [INFO] -- Poll: TimesUp 16685 0
220404-01:43:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:43:59 [INFO] -- Poll: TimesUp 80123 0
220404-01:43:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:43:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:43:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:43:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:05 [INFO] -- Poll: TimesUp 45114 0
220404-01:44:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:11 [INFO] -- Poll: TimesUp 80800 0
220404-01:44:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:17 [INFO] -- Poll: TimesUp 69371 0
220404-01:44:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:23 [INFO] -- Poll: TimesUp 73477 0
220404-01:44:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:29 [INFO] -- Poll: TimesUp 31426 0
220404-01:44:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:35 [INFO] -- Poll: TimesUp 51764 0
220404-01:44:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:41 [INFO] -- Poll: TimesUp 65561 0
220404-01:44:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:47 [INFO] -- Poll: TimesUp 60723 0
220404-01:44:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:53 [INFO] -- Poll: TimesUp 46714 0
220404-01:44:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:44:59 [INFO] -- Poll: TimesUp 39905 0
220404-01:44:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:44:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:44:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:44:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:05 [INFO] -- Poll: TimesUp 29728 0
220404-01:45:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:11 [INFO] -- Poll: TimesUp 81847 0
220404-01:45:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:17 [INFO] -- Poll: TimesUp 44166 0
220404-01:45:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:23 [INFO] -- Poll: TimesUp 28600 0
220404-01:45:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:29 [INFO] -- Poll: TimesUp 23143 0
220404-01:45:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:35 [INFO] -- Poll: TimesUp 14327 0
220404-01:45:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:41 [INFO] -- Poll: TimesUp 99627 0
220404-01:45:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:47 [INFO] -- Poll: TimesUp 88167 0
220404-01:45:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:53 [INFO] -- Poll: TimesUp 70003 0
220404-01:45:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:45:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:59 [INFO] -- Poll: TimesUp 12930 0
220404-01:45:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:45:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:45:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:45:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:05 [INFO] -- Poll: TimesUp 23119 0
220404-01:46:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:11 [INFO] -- Poll: TimesUp 60017 0
220404-01:46:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:17 [INFO] -- Poll: TimesUp 74330 0
220404-01:46:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:23 [INFO] -- Poll: TimesUp 59405 0
220404-01:46:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:29 [INFO] -- Poll: TimesUp 75948 0
220404-01:46:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:35 [INFO] -- Poll: TimesUp 31766 0
220404-01:46:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:41 [INFO] -- Poll: TimesUp 64475 0
220404-01:46:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:47 [INFO] -- Poll: TimesUp 39434 0
220404-01:46:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:53 [INFO] -- Poll: TimesUp 76957 0
220404-01:46:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:46:59 [INFO] -- Poll: TimesUp 28848 0
220404-01:46:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:46:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:46:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:46:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:05 [INFO] -- Poll: TimesUp 13321 0
220404-01:47:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:11 [INFO] -- Poll: TimesUp 63873 0
220404-01:47:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:17 [INFO] -- Poll: TimesUp 27316 0
220404-01:47:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:23 [INFO] -- Poll: TimesUp 80592 0
220404-01:47:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:29 [INFO] -- Poll: TimesUp 80338 0
220404-01:47:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:29 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:35 [INFO] -- Poll: TimesUp 45729 0
220404-01:47:35 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:35 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:35 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:35 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:41 [INFO] -- Poll: TimesUp 50876 0
220404-01:47:41 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:41 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:41 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:41 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:47 [INFO] -- Poll: TimesUp 10826 0
220404-01:47:47 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:47 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:47 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:47 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:53 [INFO] -- Poll: TimesUp 58675 0
220404-01:47:53 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:53 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:47:53 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:53 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:59 [INFO] -- Poll: TimesUp 96596 0
220404-01:47:59 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:47:59 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:47:59 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:47:59 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:05 [INFO] -- Poll: TimesUp 73151 0
220404-01:48:05 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:48:05 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:05 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:48:05 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:48:11 [INFO] -- Poll: TimesUp 93289 0
220404-01:48:11 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:48:11 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:48:11 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:48:11 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:17 [INFO] -- Poll: TimesUp 31008 0
220404-01:48:17 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:48:17 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:48:17 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:17 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:48:23 [INFO] -- Poll: TimesUp 10595 0
220404-01:48:23 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:48:23 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:23 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:48:23 [INFO] -- PollAck: TouchDisplayHandler is up!
220404-01:48:29 [INFO] -- Poll: TimesUp 39732 0
220404-01:48:29 [INFO] -- PollAck: BarcodeReaderDriver is up!
220404-01:48:29 [INFO] -- PollAck: OctopusCardReaderDriver is up!
220404-01:48:29 [INFO] -- PollAck: LockerReaderDriver is up!
220404-01:48:29 [INFO] -- PollAck: TouchDisplayHandler is up!
